도루_D,도루_R,방어율,자책,완투,실점,득점,타수,안타수,2루,3루,홈런,볼넷,삼진,이닝당아웃수,안타허용,홈런허용,볼넷허용,탈삼진,탈병살,실책,OPS,WHIP,W
2,1,4.0,4,0,4,0,30,3,2,0,0,4,8,27,11,0,4,8,1,2,0.3952380952380952,1.6666666666666667,0
1,2,0.0,0,0,0,4,37,11,3,0,0,4,3,27,3,0,4,3,0,0,0.7442320369149638,0.7777777777777778,1
1,0,5.0,5,0,6,2,32,7,2,0,0,3,8,27,8,1,6,8,1,1,0.5590277777777778,1.5555555555555556,0
0,1,2.0,2,0,2,6,33,8,2,0,1,6,12,27,7,0,3,12,0,0,0.7841832963784183,1.1111111111111112,1
1,1,5.0,5,0,5,4,28,5,1,0,0,5,8,27,8,1,4,8,1,0,0.5378151260504201,1.3333333333333333,0
1,1,2.0,2,0,4,5,33,8,0,0,1,4,7,27,5,0,5,7,2,2,0.6491228070175439,1.1111111111111112,1
0,0,3.6,4,0,4,2,34,7,1,0,1,1,5,30,13,1,2,5,1,0,0.5735294117647058,1.5,0
0,0,1.8,2,0,2,4,40,13,1,0,1,2,11,30,7,1,1,11,1,0,0.7821428571428571,0.8,1
0,1,1.0,1,0,3,5,31,9,1,1,1,1,6,27,10,0,1,6,2,1,0.8172043010752688,1.2222222222222223,1
1,0,5.625,5,0,5,3,36,10,0,0,0,1,6,24,9,1,1,6,0,0,0.575075075075075,1.25,0
0,1,7.0,7,0,7,9,40,16,0,1,2,1,4,27,8,2,5,4,1,0,1.0146341463414634,1.4444444444444444,1
1,0,10.125,9,0,9,7,32,8,1,0,2,5,4,24,16,2,1,4,0,0,0.8108552631578947,2.125,0
1,0,6.0,6,0,9,0,31,4,0,0,0,2,10,27,10,1,9,10,1,2,0.31085043988269795,2.111111111111111,0
0,1,0.0,0,0,0,9,38,10,1,0,1,9,12,27,4,0,2,12,1,1,0.7726763717805151,0.6666666666666666,1
3,0,10.8,12,0,13,8,42,14,4,0,2,3,6,30,20,3,6,6,0,1,0.9627329192546583,2.6,0
0,3,7.2,8,0,8,13,51,20,1,0,3,6,6,30,14,2,3,6,0,0,1.0537525354969575,1.7,1
1,1,1.0,1,0,1,8,38,15,3,1,3,6,4,27,5,1,4,4,1,0,1.2404306220095696,1.0,1
1,1,9.0,8,0,8,1,31,5,0,0,1,4,9,24,15,3,6,9,0,0,0.5152073732718894,2.625,0
3,0,3.0,3,0,8,6,37,10,2,0,2,5,9,27,8,2,4,9,0,2,0.8436293436293436,1.3333333333333333,0
0,3,5.0,5,0,6,8,35,8,0,0,2,4,8,27,10,2,5,8,0,1,0.7250000000000001,1.6666666666666667,1
2,1,5.4,6,0,8,6,40,12,1,0,1,3,6,30,13,1,6,6,4,2,0.7488372093023257,1.9,0
1,2,5.4,6,0,6,8,38,13,2,0,1,6,10,30,12,1,3,10,0,0,0.9084668192219679,1.5,1
1,0,15.0,15,0,15,4,39,13,0,0,0,5,9,27,16,2,9,9,1,1,0.7424242424242424,2.7777777777777777,0
0,1,4.0,4,0,4,15,41,16,7,1,2,9,8,27,13,0,5,8,0,0,1.2659014825442372,2.0,1
1,0,8.0,8,0,8,11,35,10,0,1,2,3,7,27,11,4,4,7,0,1,0.8732600732600733,1.6666666666666667,1
0,1,12.375,11,0,11,8,39,11,1,0,4,4,9,24,10,2,3,9,0,1,0.964221824686941,1.625,0
1,0,10.0,10,0,12,4,38,12,3,0,1,0,9,27,15,1,3,9,0,1,0.7813765182186234,2.0,0
0,1,4.0,4,0,4,12,42,15,4,0,1,3,10,27,12,1,0,10,0,0,0.9368530020703933,1.3333333333333333,1
1,0,5.0,5,0,5,6,39,17,3,0,1,3,11,27,12,2,4,11,1,0,1.0897435897435899,1.7777777777777777,1
0,1,6.4799999999999995,6,0,6,5,38,12,0,0,2,4,8,25,17,1,3,8,1,0,0.8690330477356181,2.4,0
1,0,1.0,1,0,1,2,29,6,1,0,0,2,8,27,6,0,2,8,2,0,0.4994438264738599,0.8888888888888888,1
0,1,2.25,2,0,2,1,30,6,1,0,0,2,4,24,6,0,2,4,1,0,0.5060606060606061,1.0,0
0,0,13.0,13,0,13,3,34,9,2,0,0,5,7,27,14,5,1,7,0,1,0.6893830703012913,1.6666666666666667,0
0,0,2.0,2,0,3,13,38,14,4,0,5,1,7,27,9,0,5,7,1,1,1.2586649550706035,1.5555555555555556,1
0,0,2.0,2,0,2,11,36,13,2,0,3,1,5,27,9,0,3,5,1,0,1.0614035087719298,1.3333333333333333,1
0,0,12.375,11,0,11,2,34,9,1,0,0,3,6,24,13,3,1,6,0,0,0.6362229102167183,1.75,0
0,0,2.0,2,0,3,12,35,13,2,1,1,7,5,27,10,2,7,5,2,1,1.0487012987012987,1.8888888888888888,1
0,0,13.5,12,0,12,3,34,10,2,0,2,7,5,24,13,1,7,5,1,0,0.9440459110473458,2.5,0
0,0,10.0,10,0,11,1,31,5,2,0,0,2,3,27,19,3,2,3,1,2,0.43792766373411535,2.3333333333333335,0
0,0,1.0,1,0,1,11,46,19,7,0,3,2,6,27,5,0,2,6,1,0,1.1983695652173914,0.7777777777777778,1
2,2,3.6,4,0,4,7,37,13,2,0,2,5,9,30,6,1,4,9,0,0,1.0221130221130221,1.0,1
2,2,6.75,7,0,7,4,33,6,0,0,1,4,7,28,13,2,5,7,1,1,0.562200956937799,1.9285714285714284,0
0,0,4.0,4,0,4,7,36,16,2,1,3,1,9,27,9,0,2,9,2,0,1.265015015015015,1.2222222222222223,1
0,0,7.875,7,0,7,4,33,9,1,0,0,2,3,24,16,3,1,3,3,0,0.6363636363636364,2.125,0
1,0,3.0,3,0,4,5,31,8,3,0,0,5,8,27,10,1,2,8,1,1,0.7061900610287708,1.3333333333333333,1
0,1,3.2399999999999998,3,0,5,4,34,10,1,0,1,2,5,25,8,0,5,5,0,1,0.7631160572337043,1.5599999999999998,0
1,0,9.0,9,0,10,4,32,6,1,0,1,1,6,27,12,1,10,6,0,1,0.5246212121212122,2.4444444444444446,0
0,1,3.0,3,0,4,10,38,12,2,1,1,10,9,27,6,1,1,9,1,1,0.9509803921568627,0.7777777777777778,1
0,0,7.0,7,0,7,4,38,12,3,0,1,2,8,27,15,2,5,8,0,0,0.8151476251604621,2.2222222222222223,0
0,0,4.0,4,0,4,7,40,15,2,1,2,5,7,27,12,1,2,7,0,0,1.0694444444444444,1.5555555555555556,1
1,5,4.0,4,0,4,5,34,12,2,0,0,2,5,27,10,0,8,5,1,0,0.8006535947712419,2.0,1
5,1,4.319999999999999,4,0,5,4,34,10,4,1,0,8,7,25,12,0,2,7,0,1,0.8991596638655461,1.68,0
0,0,5.0,5,0,5,11,36,14,3,0,0,3,8,27,13,0,5,8,1,0,0.9222222222222223,2.0,1
0,0,12.375,11,0,11,5,38,13,1,0,0,5,5,24,14,0,3,5,1,0,0.7906432748538011,2.125,0
2,0,8.181818181818182,10,0,10,9,42,9,1,1,2,5,5,33,16,2,6,5,1,0,0.7410714285714286,2.0,0
0,2,7.363636363636363,9,0,9,10,47,16,1,0,2,6,11,33,9,2,5,11,0,1,0.8967691095350669,1.2727272727272727,1
0,0,0.0,0,1,0,4,31,9,2,0,0,6,9,27,0,0,3,9,0,0,0.7602441150828247,0.3333333333333333,1
0,0,4.5,4,0,4,0,27,0,0,0,0,3,7,24,9,0,6,7,0,0,0.12903225806451613,1.875,0
0,1,5.0,5,0,5,10,31,12,1,0,2,4,8,27,10,2,1,8,2,1,1.0700460829493088,1.2222222222222223,1
1,0,11.25,10,0,10,5,36,10,1,0,2,1,6,24,12,2,4,6,1,1,0.8055555555555556,2.0,0
0,0,5.4,6,0,6,7,38,12,2,0,3,2,12,30,11,0,6,12,1,2,0.9552631578947368,1.7,1
0,0,6.75,7,0,7,6,40,11,3,1,0,6,13,28,12,3,2,13,1,0,0.7829787234042553,1.5,0
0,0,7.0,7,0,7,10,36,16,2,0,3,2,8,27,14,1,6,8,1,0,1.1890243902439024,2.2222222222222223,1
0,0,11.25,10,0,10,7,38,14,1,1,1,6,3,24,16,3,2,3,0,0,0.9610983981693364,2.25,0
0,2,5.0,5,0,5,8,34,13,1,1,0,7,7,27,10,4,0,7,0,1,0.9467787114845938,1.1111111111111112,1
2,0,9.0,8,0,8,5,37,10,0,0,4,0,8,24,13,0,7,8,0,1,0.8648648648648649,2.5,0
1,1,4.0,4,0,4,1,29,6,1,0,0,5,5,27,11,1,7,5,3,0,0.5556650246305419,2.0,0
1,1,1.0,1,0,1,4,32,11,1,0,1,7,5,27,6,0,5,5,1,0,0.9302884615384616,1.2222222222222223,1
3,1,4.0,4,0,4,2,35,8,1,0,0,3,5,27,8,2,1,5,0,0,0.5466165413533834,1.0,0
1,3,1.0,1,0,2,4,34,8,0,0,2,1,5,27,8,0,3,5,1,1,0.66890756302521,1.2222222222222223,1
1,4,4.909090909090909,6,0,6,7,37,12,1,1,0,11,9,33,16,2,4,9,2,1,0.9054054054054055,1.8181818181818181,1
4,1,3.6,4,0,7,6,46,16,0,0,2,4,5,30,12,0,11,5,2,3,0.8704177323103155,2.3,0
1,3,8.0,8,0,9,7,37,12,2,1,1,5,6,27,17,1,4,6,0,1,0.9226044226044225,2.3333333333333335,0
3,1,7.0,7,0,7,9,41,17,2,1,1,4,8,27,12,1,5,8,0,0,1.0321743642968344,1.8888888888888888,1
0,1,3.0,3,0,3,7,34,9,1,0,2,4,5,27,7,0,2,5,0,0,0.8295625942684766,1.0,1
1,0,7.875,7,0,7,3,33,7,4,0,0,2,4,24,9,2,4,4,1,2,0.6036036036036037,1.625,0
3,0,13.0,13,0,13,2,31,6,0,0,1,2,6,27,16,1,8,6,0,1,0.5256166982922201,2.6666666666666665,0
0,3,2.0,2,0,2,13,42,16,3,1,1,8,8,27,6,1,2,8,1,1,1.061624649859944,0.8888888888888888,1
3,0,7.0,7,0,7,0,34,8,0,0,0,3,9,27,10,1,7,9,2,0,0.5325914149443561,1.8888888888888888,0
0,3,0.0,0,0,0,7,33,10,1,0,1,7,6,27,8,0,3,6,1,0,0.8632668144863267,1.2222222222222223,1
0,0,3.0,3,0,3,12,36,12,1,0,3,3,6,27,9,0,2,6,1,2,1.011111111111111,1.2222222222222223,1
0,0,13.5,12,0,12,3,35,9,1,1,0,2,6,24,12,3,3,6,0,0,0.6505494505494506,1.875,0
0,1,6.0,6,0,6,5,38,10,3,0,1,5,5,27,9,0,6,5,1,0,0.784688995215311,1.6666666666666667,0
1,0,5.0,5,0,5,6,35,9,2,1,0,6,10,27,10,1,5,10,0,1,0.7372822299651568,1.6666666666666667,1
0,0,6.0,6,0,14,4,37,13,3,0,1,1,8,27,18,4,2,8,1,1,0.8819345661450924,2.2222222222222223,0
0,0,3.0,3,0,4,14,44,18,2,1,4,2,7,27,13,1,1,7,1,1,1.2075098814229248,1.5555555555555556,1
0,1,2.0,2,0,5,2,30,3,1,0,1,1,5,27,10,0,5,5,1,2,0.35833333333333334,1.6666666666666667,0
1,0,1.0,1,0,2,5,32,10,3,0,0,5,5,27,3,1,1,5,0,1,0.8165064102564102,0.4444444444444444,1
2,0,11.0,11,0,11,12,35,15,6,0,3,3,3,27,14,3,5,3,1,0,1.3333333333333333,2.111111111111111,1
0,2,13.5,12,0,12,11,39,14,5,0,3,5,5,24,15,3,3,5,0,0,1.1623931623931623,2.25,0
0,1,4.0,4,0,4,8,30,8,3,0,1,2,12,27,9,2,2,12,1,0,0.8095238095238095,1.2222222222222223,1
1,0,9.0,8,0,8,4,35,9,2,0,2,2,5,24,8,1,2,5,0,0,0.783011583011583,1.25,0
0,1,1.0,1,0,1,4,29,10,2,2,0,0,4,27,7,0,1,4,0,0,0.8954741379310345,0.8888888888888888,1
1,0,4.5,4,0,4,1,34,7,3,0,0,1,4,24,10,0,0,4,0,0,0.5226890756302521,1.25,0
2,1,12.0,12,0,12,6,35,9,2,1,1,2,5,27,18,3,4,5,2,0,0.7544401544401544,2.4444444444444446,0
1,2,6.0,6,0,6,12,42,18,2,0,3,4,4,27,9,1,2,4,1,0,1.168737060041408,1.2222222222222223,1
1,4,3.0,3,0,3,8,33,10,4,0,2,5,4,27,9,0,2,4,2,0,1.0007974481658692,1.2222222222222223,1
4,1,7.875,7,0,8,3,32,9,1,0,0,2,9,24,10,2,5,9,2,1,0.6267857142857143,1.875,0
3,1,5.0,5,0,5,8,32,10,2,1,0,2,4,27,9,1,2,4,0,0,0.7904411764705883,1.2222222222222223,1
1,3,5.625,5,0,8,5,35,9,4,0,1,2,3,24,10,0,2,3,1,1,0.7466165413533834,1.5,0
0,1,7.0,7,0,11,9,39,13,2,0,3,3,8,27,11,2,3,8,0,2,0.9874776386404294,1.5555555555555556,0
1,0,9.0,9,0,9,11,39,11,2,0,2,3,4,27,13,3,3,4,1,1,0.8205128205128205,1.7777777777777777,1
0,0,3.0,3,0,3,6,33,9,2,0,3,1,6,27,8,0,7,6,1,0,0.9203463203463204,1.6666666666666667,1
0,0,6.75,6,0,6,3,33,8,1,0,0,7,3,24,9,3,1,3,0,0,0.6629711751662971,1.25,0
2,1,5.4,6,0,6,7,36,9,1,0,1,9,8,30,13,1,2,8,1,1,0.7611111111111111,1.5,1
1,2,5.586206896551724,6,0,7,6,41,13,1,0,1,2,5,29,9,1,9,5,1,1,0.763471355643789,1.8620689655172415,0
2,2,4.0,4,0,8,6,37,11,1,0,2,7,4,27,13,0,7,4,0,1,0.9448198198198199,2.2222222222222223,0
2,2,6.0,6,0,6,8,38,13,3,0,0,7,8,27,11,2,7,8,0,3,0.8654970760233918,2.0,1
1,1,9.0,11,0,12,13,47,19,2,0,3,7,7,33,15,4,10,7,0,1,1.1382978723404256,2.272727272727273,1
1,1,11.32258064516129,13,0,13,12,44,15,1,0,4,10,7,31,19,3,7,7,0,1,1.1090909090909091,2.5161290322580645,0
0,0,3.0,3,0,4,7,30,9,2,0,0,5,5,27,10,1,4,5,0,1,0.7666666666666666,1.5555555555555556,1
0,0,7.875,7,0,7,4,36,10,5,0,1,4,6,24,9,0,5,6,1,0,0.8333333333333333,1.75,0
1,0,3.0,4,0,4,4,43,12,0,0,0,8,5,36,11,3,2,5,0,0,0.6712266301869585,1.0833333333333333,0
0,1,3.0,4,0,4,4,46,11,1,0,3,2,7,36,12,0,8,7,2,0,0.7273550724637681,1.6666666666666667,0
0,0,13.0,13,0,13,3,34,9,2,1,0,2,8,27,16,5,1,8,0,1,0.6879084967320261,1.8888888888888888,0
0,0,3.0,3,0,3,13,43,16,3,0,5,1,1,27,9,0,2,1,0,0,1.2037411526794741,1.2222222222222223,1
0,0,2.0,2,0,7,6,37,14,6,0,0,5,4,27,7,2,4,4,2,2,0.9824010056568196,1.2222222222222223,0
0,0,6.0,6,0,6,7,31,7,0,0,2,4,9,27,14,0,5,9,0,0,0.7436791630340018,2.111111111111111,1
2,0,6.0,6,0,6,0,32,6,1,0,0,4,9,27,12,1,5,9,1,0,0.4965277777777778,1.8888888888888888,0
0,2,0.0,0,0,0,6,37,12,3,0,1,5,9,27,6,0,4,9,0,0,0.9050911376492772,1.1111111111111112,1
2,1,6.0,6,0,7,9,35,13,2,0,1,5,6,27,10,0,7,6,1,1,0.9777003484320557,1.8888888888888888,1
1,2,10.125,9,0,9,7,35,10,1,1,0,7,5,24,13,1,5,5,0,0,0.7667774086378738,2.25,0
2,0,6.0,6,0,6,10,32,12,2,0,2,6,3,27,9,0,5,3,0,0,1.1011904761904763,1.5555555555555556,1
0,2,7.875,7,0,10,6,33,9,0,0,0,5,3,24,12,2,6,3,1,2,0.6141906873614191,2.25,0
0,0,4.0,4,0,4,5,30,7,2,1,0,5,2,27,7,0,5,2,2,0,0.745045045045045,1.3333333333333333,1
0,0,5.625,5,0,5,4,29,7,0,0,0,5,4,24,7,0,5,4,1,1,0.5842364532019705,1.5,0
0,2,4.0,4,0,4,8,27,5,0,0,1,6,7,27,11,0,3,7,0,0,0.6574074074074074,1.5555555555555556,1
2,0,4.5,4,0,8,4,36,11,1,0,0,3,5,24,5,1,6,5,1,2,0.6833333333333333,1.375,0
1,0,9.0,9,0,9,5,33,9,1,0,2,6,8,27,13,3,5,8,0,0,0.8694638694638694,2.0,0
0,1,5.0,5,0,5,9,38,13,0,0,3,5,3,27,9,2,6,3,3,0,1.0107655502392345,1.6666666666666667,1
0,0,6.3,7,0,7,3,42,13,4,0,0,3,9,30,14,3,2,9,1,0,0.7743271221532091,1.6,0
0,0,2.7,3,0,3,7,41,14,2,0,3,2,9,30,13,0,3,9,0,0,0.9733924611973392,1.6,1
2,0,6.0,6,0,7,5,39,15,2,0,1,3,8,27,10,2,4,8,0,1,0.9413919413919414,1.5555555555555556,0
0,2,5.0,5,0,5,7,34,10,2,0,2,4,5,27,15,1,3,5,0,0,0.8883861236802413,2.0,1
0,1,7.0,7,0,7,5,34,9,1,0,0,3,6,27,11,0,0,6,0,0,0.609907120743034,1.2222222222222223,0
1,0,5.0,5,0,5,7,37,11,2,1,0,0,9,27,9,0,3,9,0,1,0.7027027027027027,1.3333333333333333,1
2,0,12.0,12,0,13,12,39,14,3,1,2,6,7,27,20,3,2,7,0,3,1.0975473801560758,2.4444444444444446,0
0,2,12.0,12,0,12,13,46,20,6,0,3,2,5,27,14,2,6,5,0,0,1.2302573203194322,2.2222222222222223,1
0,0,2.0,2,0,2,6,29,7,1,0,3,5,8,27,5,1,2,8,0,0,0.9391480730223123,0.7777777777777778,1
0,0,6.75,6,0,6,2,31,5,3,0,1,2,3,24,7,3,5,3,1,0,0.5669599217986315,1.5,0
1,1,2.0,2,0,3,4,35,10,0,0,1,5,2,27,9,0,1,2,0,2,0.7667774086378738,1.1111111111111112,1
1,1,3.1153846153846154,3,0,4,3,36,9,2,0,0,1,7,26,10,1,5,7,0,1,0.5950292397660819,1.7307692307692308,0
3,1,11.0,11,0,11,8,39,12,4,0,1,5,10,27,9,2,9,10,0,1,0.864957264957265,2.0,0
1,3,8.0,8,0,8,11,33,9,2,0,2,9,5,27,12,1,5,5,0,1,0.946969696969697,1.8888888888888888,1
3,0,7.0,7,0,7,4,35,9,1,0,0,2,9,27,11,2,2,9,0,0,0.6190476190476191,1.4444444444444444,0
0,3,3.0,3,0,4,7,37,11,2,1,2,2,9,27,9,0,2,9,0,1,0.9175675675675675,1.2222222222222223,1
2,0,3.272727272727273,4,0,4,2,40,11,0,0,1,5,11,33,6,2,6,11,0,0,0.7195652173913043,1.0909090909090908,0
0,2,1.6363636363636365,2,0,2,4,38,6,0,1,2,6,9,33,11,1,5,9,2,0,0.6573099415204677,1.4545454545454546,1
0,2,3.0,3,0,3,4,26,5,1,0,0,3,7,27,8,3,0,7,1,1,0.5210918114143921,0.8888888888888888,1
2,0,3.375,3,0,4,3,34,8,1,0,3,0,9,24,5,0,3,9,0,3,0.7865546218487395,1.0,0
0,0,6.0,6,0,11,4,30,3,0,0,0,4,4,27,11,3,8,4,1,2,0.3058823529411765,2.111111111111111,0
0,0,3.0,3,0,4,11,36,11,2,1,3,8,8,27,3,0,4,8,1,1,1.0888888888888888,0.7777777777777778,1
0,1,10.0,10,0,10,5,38,13,3,0,0,2,7,27,17,3,4,7,0,0,0.7960526315789473,2.3333333333333335,0
1,0,5.0,5,0,5,10,39,17,3,0,3,4,6,27,13,0,2,6,1,0,1.2319618366129994,1.6666666666666667,1
2,1,6.0,6,0,6,1,37,9,0,0,1,2,8,27,11,1,3,8,2,1,0.6063756063756064,1.5555555555555556,0
1,2,1.0,1,0,1,6,34,11,4,0,1,3,10,27,9,1,2,10,0,1,0.914027149321267,1.2222222222222223,1
0,1,7.0,7,0,7,17,36,13,6,1,0,10,6,27,11,0,6,6,0,0,1.1041666666666667,1.8888888888888888,1
1,0,19.125,17,0,17,7,38,11,3,0,0,6,6,24,13,0,10,6,0,0,0.7684210526315789,2.875,0
1,1,12.0,12,0,12,6,36,10,3,0,2,6,8,27,15,2,7,8,0,1,0.92312661498708,2.4444444444444446,0
1,1,6.0,6,0,6,12,42,15,2,0,2,7,8,27,10,2,6,8,1,0,1.0076190476190476,1.7777777777777777,1
0,0,5.0,5,0,5,4,34,9,1,1,1,1,12,27,10,1,5,12,1,0,0.726890756302521,1.6666666666666667,0
0,0,4.0,4,0,4,5,34,10,2,0,1,5,9,27,9,1,1,9,2,0,0.8314203730272597,1.1111111111111112,1
1,1,1.0,1,0,1,3,26,6,0,0,1,3,6,27,5,0,4,6,0,0,0.6461538461538461,1.0,1
1,1,3.375,3,0,3,1,31,5,0,1,0,4,4,24,6,1,3,4,1,0,0.48294930875576036,1.125,0
1,3,6.0,6,0,6,9,33,10,5,1,0,5,5,27,10,2,6,5,1,0,0.9098883572567783,1.7777777777777777,1
3,1,9.0,8,0,9,6,35,10,3,0,2,6,5,24,10,0,5,5,1,1,0.9476190476190476,1.875,0
1,0,4.0,4,0,4,1,33,6,1,0,0,3,9,27,9,0,7,9,0,1,0.48239148239148244,1.7777777777777777,0
0,1,1.0,1,0,1,4,34,9,3,0,0,7,7,27,6,0,3,7,0,0,0.7431850789096126,1.0,1
1,0,3.0,3,0,3,7,32,9,4,0,1,4,8,27,10,2,3,8,1,1,0.868421052631579,1.4444444444444444,1
0,1,5.625,5,0,7,3,35,10,1,0,2,3,1,24,9,1,4,1,1,1,0.8278195488721805,1.625,0
1,2,2.0,2,0,2,4,31,9,2,0,1,1,12,27,6,0,3,12,1,1,0.7546432062561095,1.0,1
2,1,4.5,4,0,4,2,31,6,1,0,0,3,4,24,9,1,1,4,1,1,0.5313620071684588,1.25,0
1,0,5.0,5,0,5,4,36,8,1,0,1,0,2,27,4,2,5,2,2,0,0.5555555555555556,1.0,0
0,1,3.0,3,0,4,5,28,4,0,0,2,5,10,27,8,1,0,10,0,2,0.6512605042016807,0.8888888888888888,1
0,2,1.0,1,0,1,10,35,11,4,0,0,6,11,27,7,1,1,11,0,0,0.8571428571428571,0.8888888888888888,1
2,0,9.0,8,0,10,1,34,7,1,0,1,1,9,24,11,0,6,9,0,1,0.5521008403361345,2.125,0
1,0,1.0,1,0,1,8,35,12,1,0,1,4,9,27,3,1,0,9,0,0,0.8673992673992674,0.3333333333333333,1
0,1,3.375,3,0,8,1,30,3,0,0,1,0,5,24,12,1,4,5,1,1,0.32903225806451614,2.0,0
2,3,4.0,4,0,4,7,32,10,2,0,0,2,4,27,9,0,4,4,0,1,0.7464285714285714,1.4444444444444444,1
3,2,7.875,7,0,7,4,35,9,0,0,0,4,5,24,10,0,2,5,1,2,0.5904761904761904,1.5,0
0,1,4.0,4,0,4,7,29,10,3,0,1,7,8,27,9,2,4,8,2,0,1.011183597390494,1.4444444444444444,1
1,0,7.875,7,0,7,4,33,9,3,0,2,4,6,24,10,1,7,6,2,0,0.9138755980861244,2.125,0
0,0,5.0,5,0,6,3,38,11,1,0,0,2,3,27,9,0,3,3,1,1,0.6407894736842106,1.3333333333333333,0
0,0,3.0,3,0,3,6,31,9,0,1,0,3,5,27,11,0,2,5,1,1,0.6791630340017437,1.4444444444444444,1
1,3,1.0,1,0,2,10,33,10,1,0,1,9,5,27,5,1,4,5,1,1,0.8661028893587033,1.0,1
3,1,7.875,7,0,10,2,30,5,2,0,1,4,7,24,10,1,9,7,0,3,0.5904761904761904,2.375,0
0,1,4.0,4,0,4,9,33,12,3,0,2,6,7,27,8,2,3,7,0,0,1.1113636363636363,1.2222222222222223,1
1,0,10.125,9,0,9,4,33,8,1,0,2,3,8,24,12,2,6,8,1,0,0.7518427518427518,2.25,0
0,0,9.0,9,0,14,3,36,9,2,0,1,2,4,27,16,1,8,4,1,3,0.6965811965811965,2.6666666666666665,0
0,0,3.0,3,0,3,14,40,16,3,0,1,8,4,27,9,1,2,4,0,0,1.05,1.2222222222222223,1
1,0,3.0,3,0,6,7,31,11,2,0,1,3,8,27,12,2,1,8,0,3,0.9327956989247312,1.4444444444444444,1
0,1,7.56,7,0,7,6,40,12,1,0,2,1,6,25,11,1,3,6,0,0,0.7920731707317072,1.68,0
3,2,4.909090909090909,6,0,6,7,43,16,1,0,2,3,4,33,14,2,5,4,1,1,0.9307170542635659,1.7272727272727273,1
2,3,5.0625,6,0,7,6,43,14,3,1,2,5,7,32,16,2,3,7,2,2,0.9691504508780256,1.78125,0
0,4,5.4,6,0,6,7,39,13,2,0,1,3,3,30,15,1,3,3,2,0,0.8745819397993311,1.8,1
4,0,6.517241379310345,7,0,7,6,41,15,3,0,1,3,7,29,13,1,3,7,0,0,0.9212860310421287,1.6551724137931036,0
1,0,5.0,5,0,5,0,29,3,0,0,0,2,5,27,11,0,6,5,2,1,0.26473859844271413,1.8888888888888888,0
0,1,0.0,0,0,0,5,34,11,2,0,0,6,6,27,3,0,2,6,1,0,0.8474692202462379,0.5555555555555556,1
1,0,7.0,7,0,7,9,27,8,2,0,0,6,5,27,8,2,6,5,2,1,0.8028028028028028,1.5555555555555556,1
0,1,10.125,9,0,9,7,30,8,1,0,2,6,4,24,8,0,6,4,2,0,0.8947368421052632,1.75,0
4,0,12.0,12,0,12,2,29,4,0,0,1,4,5,27,18,2,5,5,3,2,0.48380355276907006,2.5555555555555554,0
0,4,2.0,2,0,2,12,39,18,3,1,2,5,10,27,4,1,4,10,2,0,1.2547008547008547,0.8888888888888888,1
1,0,9.0,9,0,10,2,36,11,1,0,1,1,3,27,12,1,10,3,1,1,0.7587719298245614,2.4444444444444446,0
0,1,2.0,2,0,2,10,38,12,4,1,1,10,7,27,11,1,1,7,1,0,1.001611170784103,1.3333333333333333,1
0,0,8.0,8,0,8,1,29,5,1,0,0,0,3,27,14,1,6,3,2,1,0.40689655172413797,2.2222222222222223,0
0,0,1.0,1,0,1,8,38,14,1,0,1,6,8,27,5,0,0,8,3,0,0.9282296650717703,0.5555555555555556,1
0,0,8.0,8,0,8,2,38,10,2,0,0,2,5,27,10,4,8,5,1,0,0.6157894736842104,2.0,0
0,0,2.0,2,0,2,8,34,10,2,1,4,8,16,27,10,0,2,16,0,2,1.1932773109243697,1.3333333333333333,1
1,1,3.0,3,0,3,2,33,7,0,0,1,2,2,27,11,1,3,2,0,0,0.5601731601731601,1.5555555555555556,0
1,1,2.0,2,0,2,3,37,11,1,0,1,3,8,27,7,1,2,8,0,1,0.7554054054054054,1.0,1
0,0,1.0,1,0,1,2,29,7,1,0,0,1,10,27,6,0,4,10,0,0,0.542528735632184,1.1111111111111112,1
0,0,0.0,0,0,2,1,33,6,0,0,0,4,3,24,7,0,1,3,1,2,0.4520884520884521,1.0,0
2,0,2.0,2,0,3,4,30,10,0,0,4,1,4,27,5,1,3,4,0,1,1.0881720430107527,0.8888888888888888,1
0,2,4.5,4,0,4,3,30,5,1,0,1,3,3,24,10,4,1,3,1,1,0.5424242424242425,1.375,0
0,0,0.0,0,0,0,13,37,16,4,0,2,4,4,27,8,0,2,4,1,0,1.178893178893179,1.1111111111111112,1
0,0,14.625,13,0,13,0,33,8,0,0,0,2,4,24,16,2,4,4,2,0,0.5281385281385281,2.5,0
1,2,12.0,12,0,12,10,40,15,3,1,1,7,6,27,17,3,6,6,0,1,1.0333333333333332,2.5555555555555554,0
2,1,9.0,9,0,10,12,44,17,4,0,3,6,6,27,15,1,7,6,1,1,1.1524064171122994,2.4444444444444446,1
0,0,4.0,4,0,5,4,37,12,2,0,1,4,5,27,8,2,4,5,0,1,0.8497033618984839,1.3333333333333333,0
0,0,4.0,4,0,4,5,34,8,2,0,2,4,10,27,12,1,4,10,0,1,0.7955882352941177,1.7777777777777777,1
1,0,7.0,7,0,7,1,29,5,1,0,0,6,4,27,8,4,2,4,0,2,0.5211822660098522,1.1111111111111112,0
0,1,1.0,1,0,1,7,32,8,2,0,4,2,4,27,5,0,6,4,3,0,0.9732142857142857,1.2222222222222223,1
0,0,9.0,9,0,9,4,37,12,1,0,1,2,7,27,12,2,3,7,0,0,0.7914067914067915,1.6666666666666667,0
